Feature1,Feature2,Target,Category_A,Category_B,Category_C,Category_D
0.7129534080164011,-0.956383931255943,-1.0507933510765408,False,False,False,True
-1.670892008784264,0.26119729214973236,-1.0507933510765408,True,False,False,False
-0.2741538964218403,-0.624316324872577,-1.0507933510765408,False,True,False,False
-0.9547267593036561,0.7777469020794128,-1.0507933510765408,False,False,True,False
0.3235975210189562,-0.4029379206169997,-1.0507933510765408,False,False,False,True
-0.5712786138172102,-0.2553523177799481,0.9516619028617728,True,False,False,False
-1.2389929283364174,-1.3622443390578347,0.9516619028617728,False,True,False,False
-0.090177967514533,0.9991253063349901,0.9516619028617728,False,False,True,False
0.36489621941642497,-0.18155951636142234,-1.0507933510765408,False,False,False,True
0.004222787351093062,-0.8456947291281544,-1.0507933510765408,True,False,False,False
0.23943322730568578,-1.5836227433134122,0.9516619028617728,False,True,False,False
-0.6944059794651588,0.0029224871848921126,0.9516619028617728,False,False,True,False
-0.42368165756055176,1.6263641183924593,0.9516619028617728,False,False,False,True
-0.7324240396382344,0.15050809002194368,-1.0507933510765408,True,False,False,False
-0.4205037085441647,-1.5836227433134122,0.9516619028617728,False,True,False,False
-0.8726661303010331,-0.5505235234540512,-1.0507933510765408,False,False,True,False
-1.7829222856777627,-1.3622443390578347,0.9516619028617728,False,False,False,True
0.11478188433962412,-1.325347938348572,-1.0507933510765408,True,False,False,False
-0.46259829066205055,-0.6981091262911028,0.9516619028617728,False,True,False,False
-1.6871410940438063,-0.03397391352437078,0.9516619028617728,False,False,True,False
0.399237942881391,0.9253325049164643,0.9516619028617728,False,False,False,True
-0.9665212432632051,-0.2553523177799481,-1.0507933510765408,True,False,False,False
-0.010303077573163741,0.5563684978238355,0.9516619028617728,False,True,False,False
0.6647062743584178,1.441882114846145,-1.0507933510765408,False,False,True,False
0.0664914498489494,1.8846389233572995,-1.0507933510765408,False,False,False,True
1.073722218855443,-0.07087031423363367,0.9516619028617728,True,False,False,False
-1.2930156299481748,-0.43983432132626255,-1.0507933510765408,False,True,False,False
0.3389879670312158,-0.43983432132626255,0.9516619028617728,False,False,True,False
-0.7447347302298981,1.5525713169739335,-1.0507933510765408,False,False,False,True
-0.9301351582093128,-0.47673072203552547,-1.0507933510765408,True,False,False,False
-0.6391085186664217,-1.5098299418948864,0.9516619028617728,False,True,False,False
-0.37265448010524943,-0.3660415199077368,-1.0507933510765408,False,False,True,False
-0.006096441465049963,-1.6943119454412008,-1.0507933510765408,False,False,False,True
-1.2235594185625454,1.072918107753516,-1.0507933510765408,True,False,False,False
0.8359005190228845,-0.43983432132626255,-1.0507933510765408,False,True,False,False
0.4021090425657291,0.8515397034979386,-1.0507933510765408,False,False,True,False
-1.593482780034974,0.26119729214973236,-1.0507933510765408,False,False,False,True
1.4214733996533826,1.2574001112998303,-1.0507933510765408,True,False,False,False
1.827824635492819,0.5932648985330984,-1.0507933510765408,False,True,False,False
1.1129768987296804,-1.3991407397670976,-1.0507933510765408,False,False,True,False
-0.24144195670992538,0.5563684978238355,0.9516619028617728,False,False,False,True
-1.1294599418639297,-1.6574155447319379,-1.0507933510765408,True,False,False,False
0.9890412026244962,1.2942965120090932,0.9516619028617728,False,True,False,False
-0.46398989820575154,-0.4029379206169997,0.9516619028617728,False,False,True,False
1.1565046706100375,1.6632605191017222,-1.0507933510765408,False,False,False,True
0.14553341844283132,-0.21845591707068523,0.9516619028617728,True,False,False,False
0.911473944732582,-0.3660415199077368,0.9516619028617728,False,True,False,False
0.2931577356418349,0.07671528860341789,0.9516619028617728,False,False,True,False
0.6422599035120833,-0.7719019277096286,-1.0507933510765408,False,False,False,True
-0.051617727900881746,0.7777469020794128,-1.0507933510765408,True,False,False,False
1.7181529683106538,-0.4029379206169997,0.9516619028617728,False,True,False,False
0.06442716345681956,-0.5874199241633141,0.9516619028617728,False,False,True,False
0.2925812843318867,-0.47673072203552547,0.9516619028617728,False,False,False,False
0.2925812843318867,-1.0301767326744689,-1.0507933510765408,True,False,False,False
